creationDate|id|locationIP|browserUsed|content|length|creator|place|parentPost|parentComment
2012-12-31T03:42:03.453+00:00|1168231107214|46.21.0.249|Internet Explorer|no way!|7|37383395344394|50|1168231107210|
2012-12-31T09:02:27.271+00:00|1168231107215|31.185.10.92|Internet Explorer|maybe|5|30786325577731|56||1168231107212
2012-12-31T11:26:05.498+00:00|1168231107216|27.121.123.176|Chrome|About Twin Cinema, anadian indie rock group The New Pornographers. It was re|76|32985348833291|1||1168231107213
2012-12-31T19:45:03.452+00:00|1168231107217|49.206.89.61|Safari|yes|3|24189255811121|0||1168231107213
2012-12-31T16:40:21.077+00:00|1168231107218|1.88.156.174|Internet Explorer|right|5|28587302322191|1||1168231107213
2012-12-31T10:05:12.368+00:00|1168231107219|203.215.63.48|Firefox|About Faith Hill,  21, 1967) is an American country singer.About Palestinian Nati|81|2199023255557|65||1168231107212
2012-12-31T10:39:22.743+00:00|1168231107220|193.104.227.215|Internet Explorer|yes|3|26388279066641|86||1168231107219
2012-12-31T11:38:32.892+00:00|1168231107221|41.223.177.12|Safari|good|4|33|60||1168231107213
2012-12-31T02:54:33.588+00:00|1168231107222|148.204.226.31|Chrome|About Zine El Abidine Ben Ali, isia In office7 November 1987 – 14 JanuaryAbout Rus|82|24189255811104|53|1168231107210|
2012-12-31T00:26:30.216+00:00|1168231107223|27.98.220.136|Firefox|thanks|6|35184372088856|1|1168231107210|
2012-12-31T21:58:52.478+00:00|1168231107224|31.192.132.124|Firefox|About Blue Jean, sic video. Blue Jean was a hit in the UKAbout Twin Cinema, gr|78|32985348833319|56||1168231107216
2012-12-16T06:13:38.304+00:00|1168231107226|202.4.167.190|Chrome|duh|3|15393162788899|54|1168231107225|
2012-12-16T14:04:25.985+00:00|1168231107227|27.122.45.252|Internet Explorer|ok|2|10995116277782|52|1168231107225|
2012-12-16T19:38:19.499+00:00|1168231107228|31.185.10.92|Internet Explorer|cool|4|30786325577731|56|1168231107225|
2012-12-16T19:07:02.848+00:00|1168231107229|61.16.136.118|Chrome|About Turkey, the genus Meleagris. One species, Meleagris gallopavo, commonly known|83|35184372088868|0|1168231107225|
2012-12-17T02:55:54.104+00:00|1168231107230|24.38.139.231|Firefox|About Laurence Olivier,  the 1948 film Hamlet), plus two honorary awards in|75|10995116277783|57||1168231107229
2012-12-16T05:20:44.499+00:00|1168231107231|31.182.127.125|Internet Explorer|About Zine El Abidine Ben Ali,  Religion Sunni Islam Zine El Abidine BeAbout Sa|79|27|92|1168231107225|
2012-12-16T11:57:03.738+00:00|1168231107232|31.41.169.140|Chrome|great|5|16|92||1168231107231
2012-12-17T07:16:54.250+00:00|1168231107233|31.192.132.124|Firefox|About Aleister Crowley, ema, which he led from 1920 through till 1923. After abandoning the Abbey amid widespread |114|32985348833319|56||1168231107230
2012-12-16T07:57:43.075+00:00|1168231107234|31.171.137.117|Internet Explorer|no|2|37383395344409|81|1168231107225|
2012-10-29T19:46:33.644+00:00|1099511630500|1.2.2.77|Firefox|About Zine El Abidine Ben Ali,  for money laundering and drug trafficAbout|74|19791209299997|1|1099511630499|
2012-10-29T19:46:45.999+00:00|1099511630501|203.215.63.48|Firefox|About Zine El Abidine Ben Ali,  issue an international arresAbout Thomas Jefferson,  |85|2199023255557|65||1099511630500
2012-10-30T03:35:31.665+00:00|1099511630502|186.64.7.5|Firefox|fine|4|28587302322210|61||1099511630501
2012-10-29T19:59:56.077+00:00|1099511630503|196.1.135.241|Internet Explorer|About Nicole Kidman, dman began her career in 1983, starringAbout No Guts. N|76|30786325577740|71||1099511630500
2012-12-19T15:50:08.351+00:00|1168231107241|41.74.150.41|Firefox|no|2|35184372088850|97|1168231107240|
2012-12-19T05:04:20.562+00:00|1168231107242|31.24.100.159|Firefox|cool|4|13194139533343|50|1168231107240|
2012-12-19T04:22:09.752+00:00|1168231107243|49.206.89.61|Safari|maybe|5|24189255811121|0|1168231107240|
2012-12-19T23:31:18.173+00:00|1168231107244|49.206.89.61|Safari|no way!|7|24189255811121|0|1168231107240|
2012-12-19T11:17:07.692+00:00|1168231107245|193.104.227.215|Internet Explorer|About Yoko Ono, ell as her marriage to John Lennon. Ono brought feminism to the forefront in her music which prefigu|116|26388279066641|86|1168231107240|
2012-12-19T11:34:02.984+00:00|1168231107246|186.64.7.5|Firefox|About East Germany, ny was dissolved upon joining the institutions of West Germany in the German reuni|102|28587302322210|61||1168231107245
2012-12-19T04:15:33.363+00:00|1168231107247|31.41.169.140|Chrome|LOL|3|16|92|1168231107240|
2012-12-19T19:54:40.264+00:00|1168231107248|31.171.137.117|Internet Explorer|I see|5|37383395344409|81|1168231107240|
2012-12-19T23:36:40.750+00:00|1168231107249|91.223.132.248|Internet Explorer|maybe|5|10995116277761|78|1168231107240|
2012-12-19T14:31:29.293+00:00|1168231107250|41.74.150.41|Firefox|About One Day Remains,  August 10, 2004 on Wind-up Records. The album was produce|81|35184372088850|97||1168231107245
2012-12-19T18:05:18.837+00:00|1168231107251|31.170.121.115|Internet Explorer|LOL|3|28587302322180|48||1168231107245
2012-12-19T17:05:51.828+00:00|1168231107252|192.100.158.95|Internet Explorer|roflol|6|35184372088870|53||1168231107246
2012-12-20T03:01:27.146+00:00|1168231107253|31.182.127.125|Internet Explorer|cool|4|27|92||1168231107250
2012-12-19T06:08:10.590+00:00|1168231107254|77.245.239.11|Firefox|no way!|7|14|80|1168231107240|
2012-12-20T06:09:14.870+00:00|1168231107255|41.203.147.168|Internet Explorer|About Jack Nicholson, nce Hollywood Hills, CaliforniaNationaAbout One Day |74|6597069766701|90||1168231107250
2012-12-19T12:14:24.384+00:00|1168231107256|27.122.45.252|Internet Explorer|About Plutarch, ia. He was born to a prominent family in About East Germany, e st|81|10995116277782|52||1168231107246
2012-12-20T03:40:11.942+00:00|1168231107257|27.4.90.237|Internet Explorer|About Byzantine Empire, ac Angelus who was restored for a brief tAbout East Germa|81|19791209299968|0||1168231107246
2012-12-20T06:09:41.412+00:00|1168231107258|91.223.132.248|Internet Explorer|About Plutarch, , essayist, and Middle PlatonAbout East Germany, ithstand a potential |86|10995116277761|78||1168231107256
2012-09-01T07:33:18.090+00:00|1030792153788|84.242.139.24|Internet Explorer|About Zine El Abidine Ben Ali, saf El Abidine Cyrine El Abidine Nesrine EAbout Sav|82|26388279066632|7|1030792153787|
2012-09-01T10:36:02.862+00:00|1030792153789|196.1.135.241|Internet Explorer|ok|2|30786325577740|71||1030792153788
2012-09-01T13:19:07.699+00:00|1030792153790|27.116.33.147|Safari|roflol|6|19791209300009|0||1030792153788
2012-08-31T23:57:26.449+00:00|1030792153791|202.4.167.190|Chrome|About Zine El Abidine Ben Ali, tary School of Saint CyrSchool of AppliAbout R|77|15393162788899|54|1030792153787|
2012-09-01T09:59:05.267+00:00|1030792153792|31.192.109.124|Internet Explorer|About Zine El Abidine Ben Ali, uiba Preceded by Rachid Sfar Succeeded byAbout Bri|81|4398046511148|56|1030792153787|
2012-09-01T02:03:14.396+00:00|1030792153793|31.192.109.124|Firefox|maybe|5|4398046511148|56||1030792153791
2012-09-01T10:33:11.655+00:00|1030792153794|91.223.132.248|Internet Explorer|thx|3|10995116277761|78||1030792153792
2012-08-31T21:59:54.758+00:00|1030792153795|31.209.42.207|Internet Explorer|thx|3|8796093022238|101|1030792153787|
2012-09-02T09:04:53.402+00:00|1030792153796|31.185.10.92|Internet Explorer|About Zine El Abidine Ben Ali, oodless coup d'état that ousted PresidentAbout Jo|80|30786325577731|56||1030792153792
2012-09-01T13:52:02.969+00:00|1030792153797|193.104.227.215|Internet Explorer|no way!|7|26388279066641|86||1030792153788
2012-10-30T08:36:38.423+00:00|1099511630535|200.14.8.21|Firefox|I see|5|19791209299987|108|1099511630534|
2012-10-29T19:49:26.977+00:00|1099511630536|41.223.177.12|Safari|I see|5|33|60|1099511630534|
2012-10-29T20:33:19.306+00:00|1099511630537|41.223.177.12|Safari|roflol|6|33|60|1099511630534|
2012-10-30T16:01:36.699+00:00|1099511630538|189.202.102.202|Firefox|good|4|15393162788910|53|1099511630534|
2012-10-30T09:38:27.039+00:00|1099511630539|27.116.33.147|Safari|About Zine El Abidine Ben Ali, esident Habib Bourguiba, who was declared incompetent. Ben Ali was subsAbout Reorganized National Government |140|19791209300009|0|1099511630534|
2012-10-30T07:58:07.716+00:00|1099511630540|31.24.165.15|Firefox|ok|2|15393162788912|89|1099511630534|
2012-10-30T15:23:48.742+00:00|1099511630541|41.203.147.168|Internet Explorer|roflol|6|6597069766701|90||1099511630539
2012-10-30T13:12:14.378+00:00|1099511630542|31.185.10.92|Internet Explorer|good|4|30786325577731|56|1099511630534|
2012-10-04T15:44:55.024+00:00|1099511630544|1.29.220.142|Chrome|great|5|21990232555527|1|1099511630543|
2012-10-04T01:10:45.114+00:00|1099511630545|46.154.44.101|Firefox|good|4|15393162788877|105|1099511630543|
2012-10-04T15:38:17.025+00:00|1099511630546|31.185.10.92|Internet Explorer|roflol|6|30786325577731|56|1099511630543|
2012-10-04T00:36:29.833+00:00|1099511630547|31.182.127.125|Internet Explorer|About George Orwell, glish culture, Orwell wrote literary cAbout Zine El Ab|75|27|92|1099511630543|
2012-10-04T00:37:01.079+00:00|1099511630548|202.4.167.190|Chrome|About George Orwell, list of The 50 greatest British writers siAbout Voltaire, c wr|83|15393162788899|54||1099511630547
2012-10-04T00:39:27.528+00:00|1099511630549|91.191.192.127|Firefox|duh|3|24189255811081|4||1099511630548
2012-10-04T10:33:15.780+00:00|1099511630550|193.104.227.215|Internet Explorer|no way!|7|26388279066641|86||1099511630547
2012-10-04T00:38:09.551+00:00|1099511630551|49.50.77.195|Firefox|great|5|26388279066650|0||1099511630548
2012-10-04T02:39:21.102+00:00|1099511630552|196.29.42.107|Internet Explorer|duh|3|19791209300010|60|1099511630543|
2012-10-04T22:54:07.452+00:00|1099511630553|186.64.7.5|Firefox|I see|5|28587302322210|61|1099511630543|
2012-10-04T17:47:01.137+00:00|1099511630554|31.185.10.92|Internet Explorer|About George Orwell, h culture, Orwell wrote literaAbout Zine El Abidine Ben Ali,  Succee|89|30786325577731|56||1099511630547
2012-10-04T01:18:59.239+00:00|1099511630555|196.29.42.107|Firefox|yes|3|19791209300010|60||1099511630548
2012-10-04T03:57:36.029+00:00|1099511630556|1.29.220.142|Chrome|ok|2|21990232555527|1||1099511630547
2012-10-04T21:54:10.494+00:00|1099511630557|31.170.121.115|Internet Explorer|maybe|5|28587302322180|48||1099511630554
2012-10-04T10:46:09.782+00:00|1099511630558|46.154.44.101|Firefox|cool|4|15393162788877|105|1099511630543|
2012-10-22T19:16:06.752+00:00|1099511630560|31.170.121.115|Internet Explorer|About Zine El Abidine Ben Ali, Born (1936-09-03) 3 September 1936 (age 75)HamAbout Colombi|90|28587302322180|48|1099511630559|
2012-10-22T17:56:38.271+00:00|1099511630561|202.4.167.190|Chrome|About Zine El Abidine Ben Ali, 987 – 7 November 1987 President Habib Bourguiba Preceded by Rachid Sfar SucceAbout Turkey, nown as the Wild Turkey, is na|152|15393162788899|54|1099511630559|
2012-10-22T19:31:53.817+00:00|1099511630562|31.209.42.207|Internet Explorer|no way!|7|8796093022238|101||1099511630560
2012-10-22T22:21:05.503+00:00|1099511630563|197.220.203.36|Firefox|great|5|19791209299987|110||1099511630561
2012-10-22T15:59:07.814+00:00|1099511630564|27.116.33.147|Safari|About Andre Agassi, (hard, clay and grass), and is the last American male to win the French Open (1999) and the Australian Open (2003). Agassi also won 17 ATP Masters Seri|171|19791209300009|0|1099511630559|
2012-09-24T14:40:28.076+00:00|1099511630566|31.41.169.140|Chrome|yes|3|16|92|1099511630565|
2012-09-23T17:34:08.370+00:00|1099511630567|91.223.132.248|Internet Explorer|About European Coal and Steel Community, gium, the Netherlands and Luxembourg. Between t|88|10995116277761|78|1099511630565|
2012-09-24T10:52:54.244+00:00|1099511630568|193.104.227.215|Internet Explorer|About Richard Dawkins, s, FRS, FRSL (born 26 March 1941), known About European Co|81|26388279066641|86||1099511630567
2012-09-25T01:42:26.775+00:00|1099511630569|103.1.176.97|Safari|About Zimbabwe, e. The capital is Harare (formerly called Salisbury). Zimbabwe achieved majo|92|47|100||1099511630568
2012-09-23T17:34:32.102+00:00|1099511630570|41.203.147.168|Internet Explorer|duh|3|6597069766701|90||1099511630567
2012-09-24T04:09:47.590+00:00|1099511630571|49.50.77.195|Firefox|I see|5|26388279066650|0||1099511630567
2012-09-24T12:06:26.896+00:00|1099511630572|202.4.167.190|Chrome|ok|2|15393162788899|54||1099511630568
2012-09-23T20:03:11.029+00:00|1099511630573|91.223.132.248|Internet Explorer|I see|5|10995116277761|78|1099511630565|
2012-09-24T10:57:07.779+00:00|1099511630574|31.182.127.125|Internet Explorer|yes|3|27|92||1099511630568
2012-09-25T10:56:16.590+00:00|1099511630575|77.245.239.11|Firefox|maybe|5|14|80||1099511630569
2012-09-24T18:21:34.805+00:00|1099511630576|196.1.135.241|Internet Explorer|About Richard Dawkins,  as analogous to a blind waAbout Jean-Jacques Rousseau,|78|30786325577740|71||1099511630568
2012-09-24T14:09:25.422+00:00|1099511630577|31.170.121.115|Internet Explorer|right|5|28587302322180|48||1099511630568
2012-09-25T03:17:08.620+00:00|1099511630578|31.185.10.92|Internet Explorer|About So Much for the Afterglow, ing to Everyone, I Will Buy You a New Life, Father of|86|30786325577731|56||1099511630569
2012-09-23T17:27:57.178+00:00|1099511630579|49.206.89.61|Safari|About Slide Away,  at #98. The song was taken from the band's first album A Storm in Heav|89|24189255811121|0|1099511630565|
2012-09-24T07:14:12.823+00:00|1099511630580|41.203.147.168|Internet Explorer|thx|3|6597069766701|90||1099511630579
2012-12-20T19:56:51.414+00:00|1168231107318|193.104.227.215|Internet Explorer|yes|3|26388279066641|86|1168231107317|
2012-12-21T13:09:32.340+00:00|1168231107319|196.29.42.107|Firefox|About Norway, fortunes. In referenda held in 1972 and 1994, Norway rejected joining the EU. Key domestic issues inclu|117|19791209300010|60|1168231107317|
2012-12-21T13:20:16.570+00:00|1168231107320|41.203.147.168|Internet Explorer|duh|3|6597069766701|90||1168231107319
2012-12-21T13:15:35.829+00:00|1168231107321|31.192.109.124|Internet Explorer|roflol|6|4398046511148|56||1168231107319
2012-12-20T19:35:26.240+00:00|1168231107322|31.192.109.124|Internet Explorer|yes|3|4398046511148|56|1168231107317|
2012-12-21T13:30:30.814+00:00|1168231107323|193.104.227.215|Internet Explorer|About Song Dynasty, s or paper money, and the first Chinese government to establish|83|26388279066641|86||1168231107319
2012-12-22T09:10:37.003+00:00|1168231107324|115.186.113.189|Safari|About Throw Your Arms Around Me, neer Robert Miles, vocalist/lead guitarist Mark |81|2199023255573|54||1168231107319
2012-12-21T16:33:05.315+00:00|1168231107325|41.203.147.168|Internet Explorer|cool|4|6597069766701|90||1168231107319
2012-09-06T23:07:52.096+00:00|1030792153855|49.50.77.195|Firefox|good|4|26388279066650|0|1030792153854|
2012-09-06T23:32:37.265+00:00|1030792153856|46.154.44.101|Firefox|LOL|3|15393162788877|105|1030792153854|
2012-09-07T17:58:41.554+00:00|1030792153857|91.223.132.248|Internet Explorer|maybe|5|10995116277761|78|1030792153854|
2012-09-06T22:47:21.244+00:00|1030792153858|46.154.44.101|Firefox|no way!|7|15393162788877|105|1030792153854|
2012-09-06T23:05:03.786+00:00|1030792153859|46.154.44.101|Firefox|About In Bloom, t music video for an early version of In Bloom in 1990; however the song |89|15393162788877|105|1030792153854|
2012-09-07T13:57:09.601+00:00|1030792153860|31.170.121.115|Internet Explorer|fine|4|28587302322180|48|1030792153854|
2012-09-07T05:51:49.779+00:00|1030792153861|31.192.109.124|Internet Explorer|cool|4|4398046511148|56||1030792153859
2012-09-07T15:21:58.920+00:00|1030792153862|41.188.97.221|Internet Explorer|good|4|28587302322196|25|1030792153854|
2012-09-06T22:42:22.633+00:00|1030792153863|27.116.33.147|Safari|About Nicolas Sarkozy, r president, Sarkozy is entitled to de jure membersh|75|19791209300009|0|1030792153854|
2012-09-07T17:31:02.977+00:00|1030792153864|196.29.42.107|Firefox|no way!|7|19791209300010|60||1030792153863
2012-09-06T23:05:59.344+00:00|1030792153865|41.203.147.168|Internet Explorer|cool|4|6597069766701|90||1030792153859
2012-09-06T23:40:55.697+00:00|1030792153866|196.1.135.241|Internet Explorer|About Mercosur,  Argentina, Brazil, Paraguay and Uruguay – and 9 from applying membe|84|30786325577740|71||1030792153863
2012-09-06T23:48:43.744+00:00|1030792153867|193.104.227.215|Internet Explorer|About A Day in the Life, he song comprises distinct segments written independ|77|26388279066641|86||1030792153866
2012-09-06T23:36:38.596+00:00|1030792153868|192.190.31.253|Chrome|About Zine El Abidine Ben Ali, Hédi BaccoucheHamed KarouiMohamed Ghannouchi Preceded by Habib Bourguiba SucceededAbout Afghanistan,  and asylum seekers. While the |163|26388279066664|49|1030792153854|
2012-09-07T05:18:22.790+00:00|1030792153869|196.29.42.107|Firefox|good|4|19791209300010|60||1030792153867
2012-09-06T23:38:33.050+00:00|1030792153870|193.104.227.215|Internet Explorer|About Afghanistan,  power in 1747. In the late 19th centuAbout The Wheels |74|26388279066641|86||1030792153868
2012-09-07T00:16:17.589+00:00|1030792153871|203.215.63.48|Firefox|no way!|7|2199023255557|65|1030792153854|
2012-10-07T00:17:56.805+00:00|1099511630609|196.29.42.107|Firefox|right|5|19791209300010|60|1099511630608|
2012-10-07T00:10:51.035+00:00|1099511630610|27.116.33.147|Safari|LOL|3|19791209300009|0|1099511630608|
2012-10-06T16:26:10.699+00:00|1099511630611|31.185.10.92|Internet Explorer|About Zine El Abidine Ben Ali, n Ali. jpg 2nd President of Tunisia In ofAbout Tri|81|30786325577731|56|1099511630608|
2012-10-07T04:00:37.872+00:00|1099511630612|1.88.156.174|Internet Explorer|maybe|5|28587302322191|1||1099511630611
2012-10-06T17:09:52.264+00:00|1099511630613|49.206.89.61|Safari|great|5|24189255811121|0||1099511630611
2012-10-07T10:18:23.006+00:00|1099511630614|189.202.102.202|Firefox|great|5|15393162788910|53|1099511630608|
2012-10-06T16:19:13.078+00:00|1099511630615|31.209.42.207|Internet Explorer|About Bishopric of Lübeck, atholic and, later, Protestant diocese, as well as a s|81|8796093022238|101|1099511630608|
2012-10-06T17:44:26.492+00:00|1099511630616|27.131.221.93|Internet Explorer|About Denzel Washington, wards, and a Tony Award. He is notable for winning |76|21990232555526|1||1099511630615
2012-10-07T14:10:00.346+00:00|1099511630617|31.182.127.125|Internet Explorer|no way!|7|27|92|1099511630608|
2012-10-06T18:45:24.731+00:00|1099511630618|1.88.156.174|Internet Explorer|About Just a Day, dy appeared in the top 20 earlier in the year as a B-side,|76|28587302322191|1||1099511630611
2012-10-07T05:24:00.455+00:00|1099511630619|1.88.156.174|Internet Explorer|About The Don Killuminati: The 7 Day Theory, t... Before that, it was going to be a|83|28587302322191|1||1099511630611
2012-10-07T14:16:23.145+00:00|1099511630620|103.1.176.97|Safari|About Duchy of Burgundy, ounty of Burgundy. The duchy roughly conforms to the bord|82|47|100||1099511630615
2012-10-06T22:18:49.343+00:00|1099511630621|196.29.42.107|Firefox|right|5|19791209300010|60||1099511630616
2012-10-06T18:48:35.999+00:00|1099511630622|41.203.147.168|Internet Explorer|maybe|5|6597069766701|90||1099511630618
2012-10-06T21:19:30.465+00:00|1099511630623|27.116.33.147|Safari|About Anytime You Need a Friend, er love interest that anytime he may need a fri|80|19791209300009|0||1099511630618
2012-10-06T21:20:11.280+00:00|1099511630624|31.192.109.124|Internet Explorer|no|2|4398046511148|56||1099511630618
2012-04-24T19:10:33.512+00:00|893353200418|31.41.169.140|Chrome|About Guatemala,  city is located at 14°38′N 90°33′W﻿ / ﻿14.633°N 90.55°W﻿ / 14.63|82|16|92|893353200417|
2012-04-25T03:49:33.629+00:00|893353200419|1.2.2.77|Firefox|About Guatemala, ala and Central America. It is also the caAbout Netherlands, King|82|19791209299997|1||893353200418
2012-04-25T00:47:05.323+00:00|893353200420|31.24.165.15|Firefox|yes|3|15393162788912|89||893353200418
2012-04-24T18:25:20.542+00:00|893353200421|46.154.44.101|Firefox|About Zine El Abidine Ben Ali, 'ima el-Kafy (1964–1988), Leïla Ben AlAbout |75|15393162788877|105|893353200417|
2012-04-24T20:32:51.444+00:00|893353200422|1.29.220.142|Chrome|About Gibraltar,  and 493 km north of Sydney. The Park is part of the Washpool and Gibralt|90|21990232555527|1||893353200418
2012-04-25T11:31:39.864+00:00|893353200423|31.41.169.140|Chrome|yes|3|16|92||893353200418
2012-04-25T02:10:52.777+00:00|893353200424|202.4.167.190|Chrome|no way!|7|15393162788899|54||893353200421
2012-04-24T18:25:30.936+00:00|893353200425|31.24.165.15|Firefox|maybe|5|15393162788912|89||893353200421
2012-04-25T17:40:53.394+00:00|893353200426|1.29.220.142|Chrome|About Gloria Macapagal-Arroyo, cs at Ateneo de Manila University where Benigno Aquin|84|21990232555527|1|893353200417|
2012-04-24T18:33:48.879+00:00|893353200427|27.131.221.93|Internet Explorer|About Zine El Abidine Ben Ali, l figure who was the secondAbout Theodore Rooseve|80|21990232555526|1||893353200421
2012-04-24T21:19:58.899+00:00|893353200428|1.29.220.142|Chrome|About Gibraltar, stralia inscribed in 1986 and added to the AAbout Ayyubid dynasty,  i|86|21990232555527|1||893353200422
2012-04-25T04:28:58.683+00:00|893353200429|27.131.221.93|Internet Explorer|cool|4|21990232555526|1|893353200417|
2012-04-24T19:36:56.873+00:00|893353200430|193.104.227.215|Internet Explorer|About Zine El Abidine Ben Ali, as declared incompetent. Ben Ali was subAbout El|79|26388279066641|86||893353200421
2012-04-24T18:32:03.648+00:00|893353200431|31.209.42.207|Internet Explorer|About Merry Christmas Darling, hristmas Portrait album, which contained a ne|76|8796093022238|101|893353200417|
2012-04-24T19:37:58.019+00:00|893353200432|27.131.221.93|Internet Explorer|great|5|21990232555526|1||893353200430
2012-04-24T20:04:41.750+00:00|893353200433|31.24.165.15|Firefox|About Zine El Abidine Ben Ali, of Tunisia from 1987 to 2011. Ben Ali was About Just|83|15393162788912|89||893353200421
2012-04-24T22:58:52.508+00:00|893353200434|190.2.92.23|Chrome|LOL|3|16|69||893353200431
2012-04-24T20:33:02.307+00:00|893353200435|193.104.227.215|Internet Explorer|About Titian, an's artistic manner changed drastically but he retained a lifelonAbout Gibraltar, nes and 493 km north of Sydney. Th|131|26388279066641|86||893353200422
2012-11-09T23:21:51.522+00:00|1168231107381|31.170.121.115|Internet Explorer|thanks|6|28587302322180|48|1168231107380|
2012-11-09T23:17:20.728+00:00|1168231107382|49.50.77.195|Firefox|great|5|26388279066650|0|1168231107380|
2012-11-10T01:06:48.458+00:00|1168231107383|202.4.167.190|Chrome|roflol|6|15393162788899|54|1168231107380|
2012-11-10T04:20:43.723+00:00|1168231107384|31.41.169.140|Chrome|maybe|5|16|92|1168231107380|
2012-11-10T14:25:11.671+00:00|1168231107385|1.88.156.174|Internet Explorer|no|2|28587302322191|1|1168231107380|
2012-11-10T02:03:24.128+00:00|1168231107386|192.190.31.253|Chrome|roflol|6|26388279066664|49|1168231107380|
2012-11-09T23:21:01.523+00:00|1168231107387|186.64.7.5|Firefox|I see|5|28587302322210|61|1168231107380|
2012-11-10T04:57:45.623+00:00|1168231107388|202.4.167.190|Chrome|right|5|15393162788899|54|1168231107380|
2012-11-10T03:40:53.852+00:00|1168231107389|202.4.167.190|Chrome|About Jimi Hendrix,  MCAAssociated acts Little Richard, The Isley Brothers, The Blue Flame, The Jimi Hendrix Experience, Gypsy Sun and Rainbows, Band of Gypsys, Curtis Kn|170|15393162788899|54|1168231107380|
2012-11-10T15:32:14.399+00:00|1168231107390|202.4.167.190|Chrome|About Psalm 69: The Way to Succeed and the Way to Suck Eggs, st Mike Scaccia, who had |86|15393162788899|54||1168231107389
2012-11-10T01:16:16.326+00:00|1168231107391|196.1.135.241|Internet Explorer|thx|3|30786325577740|71|1168231107380|
2012-11-10T17:45:12.049+00:00|1168231107392|1.88.156.174|Internet Explorer|yes|3|28587302322191|1||1168231107389
2012-11-11T11:10:18.002+00:00|1168231107393|1.88.156.174|Internet Explorer|maybe|5|28587302322191|1||1168231107390
2012-11-09T23:52:25.853+00:00|1168231107394|31.41.169.140|Chrome|good|4|16|92|1168231107380|
2012-11-10T08:34:17.759+00:00|1168231107395|27.98.220.136|Firefox|About Jimi Hendrix,  guitarist Wes Montgomery. Hendrix began About Scream If You |81|35184372088856|1||1168231107389
2012-11-10T14:24:32.365+00:00|1168231107396|203.215.63.48|Firefox|About Fix You, e reviews. It has been widely sampled, with different covers and sounds.|87|2199023255557|65|1168231107380|
2012-11-10T14:26:11.323+00:00|1168231107397|41.223.177.12|Safari|I see|5|33|60||1168231107389
2012-11-10T15:57:15.161+00:00|1168231107398|116.88.222.79|Firefox|About Cleopatra VII, sically beautiful profile changed world history: Cleopatra's nose, had it been shorter, the whole face of the world w|138|15393162788912|41||1168231107390
2012-11-11T05:24:05.598+00:00|1168231107399|180.222.139.188|Internet Explorer|yes|3|26388279066632|59||1168231107390
2012-11-11T00:18:15.661+00:00|1168231107400|24.38.139.231|Firefox|LOL|3|10995116277783|57||1168231107398
2012-10-22T20:26:40.810+00:00|1099511630666|31.182.127.125|Internet Explorer|thanks|6|27|92|1099511630665|
2012-10-22T22:01:09.560+00:00|1099511630667|115.186.113.189|Safari|thanks|6|2199023255573|54|1099511630665|
2012-10-22T21:29:39.094+00:00|1099511630668|46.154.44.101|Chrome|cool|4|15393162788877|105|1099511630665|
2012-10-23T05:24:47.864+00:00|1099511630669|192.190.31.253|Chrome|roflol|6|26388279066664|49|1099511630665|
2012-10-22T18:14:28.011+00:00|1099511630670|1.2.2.77|Firefox|good|4|19791209299997|1|1099511630665|
2012-10-22T18:22:53.061+00:00|1099511630671|31.170.121.115|Internet Explorer|LOL|3|28587302322180|48|1099511630665|
2012-10-23T03:44:52.307+00:00|1099511630672|148.204.226.31|Chrome|About Zine El Abidine Ben Ali, ousse, French Tunisia Political party IndepAbout Singa|85|24189255811104|53|1099511630665|
2012-10-23T19:22:29.831+00:00|1099511630673|192.190.31.253|Chrome|maybe|5|26388279066664|49||1099511630672
2012-10-23T03:45:14.605+00:00|1099511630674|27.116.33.147|Safari|About Julie Andrews, lm career had a major revival in the 2000s with the successes of|85|19791209300009|0||1099511630672
2012-10-22T23:25:42.332+00:00|1099511630675|41.188.97.221|Internet Explorer|thx|3|28587302322196|25|1099511630665|
2012-10-22T23:25:12.984+00:00|1099511630676|27.131.221.93|Internet Explorer|no|2|21990232555526|1|1099511630665|
2012-10-22T15:39:26.356+00:00|1099511630677|41.188.97.221|Internet Explorer|good|4|28587302322196|25|1099511630665|
2012-10-23T05:53:58.893+00:00|1099511630678|91.223.132.248|Internet Explorer|fine|4|10995116277761|78||1099511630674
2012-10-23T23:07:07.321+00:00|1099511630679|202.4.167.190|Chrome|About Zine El Abidine Ben Ali, mpetent. Ben Ali was subsequently reelected with enorAbout Percy Bysshe S|104|15393162788899|54||1099511630672
2012-10-23T15:31:41.782+00:00|1099511630680|27.116.33.147|Safari|maybe|5|19791209300009|0||1099511630672
2012-10-24T06:03:01.302+00:00|1099511630681|49.50.77.195|Firefox|About Mustafa Kemal Atatürk, e is credited with being the foAbout Zine El Abidine Ben Ali,|90|26388279066650|0||1099511630679
2012-10-23T16:55:34.968+00:00|1099511630682|31.24.165.15|Firefox|maybe|5|15393162788912|89||1099511630672
2012-10-24T15:06:33.815+00:00|1099511630683|189.202.102.202|Firefox|right|5|15393162788910|53||1099511630679
2012-10-24T14:15:38.425+00:00|1099511630684|91.223.132.248|Internet Explorer|duh|3|10995116277761|78||1099511630679
2012-11-09T07:35:19.460+00:00|1168231107422|31.170.121.115|Internet Explorer|About Smokey Robinson, utive. Robinson is most notable for being the founder and fron|85|28587302322180|48|1168231107421|
